# OpenSignals Text File Format. Version 1
# {"98:D3:61:FD:78:31": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:61:FD:78:31", "device connection": "BTH98:D3:61:FD:78:31", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-9-17", "time": "12:38:42.302", "channels": [4], "sensor": ["EEGBITREV"], "label": ["A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A4"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
11	0	0	0	0	1019	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1019	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1019	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1019	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1019	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1019	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1019	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1019	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1019	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1019	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1019	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1019	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1019	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1019	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1019	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1019	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1019	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1019	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1019	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1019	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1019	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1019	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1019	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	1018	
3	0	0	0	0	1019	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1019	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1019	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1019	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1019	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1019	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1019	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1019	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1019	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1019	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	252	
10	0	0	0	0	1018	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	616	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1019	
15	0	0	0	0	1018	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1019	
4	0	0	0	0	1018	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	211	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1019	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1019	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1019	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1019	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1019	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1019	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1019	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1019	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1019	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1019	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1019	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1019	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1019	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1019	
12	0	0	0	0	1019	
13	0	0	0	0	1018	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1019	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1018	
5	0	0	0	0	1019	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1018	
4	0	0	0	0	1019	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1018	
9	0	0	0	0	1019	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
0	0	0	0	0	1018	
1	0	0	0	0	1018	
2	0	0	0	0	1018	
3	0	0	0	0	1019	
4	0	0	0	0	1018	
5	0	0	0	0	1018	
6	0	0	0	0	1018	
7	0	0	0	0	1018	
8	0	0	0	0	1019	
9	0	0	0	0	1018	
10	0	0	0	0	1018	
11	0	0	0	0	1018	
12	0	0	0	0	1018	
13	0	0	0	0	1018	
14	0	0	0	0	1018	
15	0	0	0	0	1018	
